Product_Weight,Product_Sugar_Content,Product_Allocated_Area,Product_Type,Product_MRP,Store_Id,Store_Size,Store_Location_City_Type,Store_Type,Store_Age,target
11.92,Low Sugar,0.035,Baking Goods,164.91,OUT004,Medium,Tier 2,Supermarket Type2,17,3652.58
14.31,Regular,0.133,Seafood,154.2,OUT004,Medium,Tier 2,Supermarket Type2,17,3973.92
11.6,Low Sugar,0.061,Dairy,171.07,OUT004,Medium,Tier 2,Supermarket Type2,17,3707.4
13.89,No Sugar,0.193,Household,168.44,OUT001,High,Tier 2,Supermarket Type1,39,4171.82
15.34,Low Sugar,0.035,Baking Goods,161.43,OUT003,Medium,Tier 1,Departmental Store,27,4354.58
12.29,Regular,0.059,Frozen Foods,162.33,OUT004,Medium,Tier 2,Supermarket Type2,17,3683.78
13.76,Low Sugar,0.036,Fruits and Vegetables,145.03,OUT004,Medium,Tier 2,Supermarket Type2,17,3662.76
14.8,Low Sugar,0.017,Snack Foods,177.73,OUT001,High,Tier 2,Supermarket Type1,39,4567.8
13.25,Low Sugar,0.065,Fruits and Vegetables,160.72,OUT004,Medium,Tier 2,Supermarket Type2,17,3869.27
10.15,Low Sugar,0.087,Snack Foods,92.32,OUT002,Small,Tier 3,Food Mart,28,1769.09
14.2,No Sugar,0.084,Others,176.23,OUT003,Medium,Tier 1,Departmental Store,27,4400.12
15.29,Low Sugar,0.082,Dairy,189.49,OUT001,High,Tier 2,Supermarket Type1,39,4918.47
15.43,Low Sugar,0.196,Starchy Foods,179.02,OUT001,High,Tier 2,Supermarket Type1,39,4735.32
10.07,Regular,0.049,Breads,119.27,OUT001,High,Tier 2,Supermarket Type1,39,2301.45
12.55,No Sugar,0.011,Household,147.76,OUT004,Medium,Tier 2,Supermarket Type2,17,3445.18
10.81,No Sugar,0.024,Household,163.75,OUT004,Medium,Tier 2,Supermarket Type2,17,3377.91
15.92,Low Sugar,0.14,Meat,96.04,OUT004,Medium,Tier 2,Supermarket Type2,17,3147.34
15.19,Low Sugar,0.022,Canned,208.18,OUT003,Medium,Tier 1,Departmental Store,27,5277.92
10.5,Regular,0.035,Soft Drinks,117.21,OUT001,High,Tier 2,Supermarket Type1,39,2357.33
14.15,No Sugar,0.126,Health and Hygiene,155.8,OUT004,Medium,Tier 2,Supermarket Type2,17,3971.23
12.59,Low Sugar,0.018,Fruits and Vegetables,125.11,OUT004,Medium,Tier 2,Supermarket Type2,17,2989.62
15.39,No Sugar,0.006,Others,179.95,OUT001,High,Tier 2,Supermarket Type1,39,4744.98
16.58,Low Sugar,0.064,Frozen Foods,171.9,OUT003,Medium,Tier 1,Departmental Store,27,4848.73
15.01,Regular,0.141,Breads,146.88,OUT004,Medium,Tier 2,Supermarket Type2,17,3982.14
11.09,Low Sugar,0.021,Fruits and Vegetables,120.78,OUT004,Medium,Tier 2,Supermarket Type2,17,2562.86
9.28,No Sugar,0.145,Household,110.31,OUT002,Small,Tier 3,Food Mart,28,1938.57
16.0,Low Sugar,0.048,Breads,177.06,OUT001,High,Tier 2,Supermarket Type1,39,4824.37
14.28,No Sugar,0.019,Household,133.7,OUT004,Medium,Tier 2,Supermarket Type2,17,3547.78
10.93,Regular,0.022,Meat,202.82,OUT003,Medium,Tier 1,Departmental Store,27,4204.58
11.45,Regular,0.052,Baking Goods,154.54,OUT004,Medium,Tier 2,Supermarket Type2,17,3335.9
10.18,Low Sugar,0.08,Snack Foods,139.93,OUT004,Medium,Tier 2,Supermarket Type2,17,2749.29
12.21,Low Sugar,0.205,Starchy Foods,142.68,OUT004,Medium,Tier 2,Supermarket Type2,17,3264.16
10.91,Low Sugar,0.099,Baking Goods,109.32,OUT002,Small,Tier 3,Food Mart,28,2287.11
10.53,Low Sugar,0.008,Frozen Foods,142.38,OUT004,Medium,Tier 2,Supermarket Type2,17,2878.31
10.65,Regular,0.132,Frozen Foods,156.8,OUT004,Medium,Tier 2,Supermarket Type2,17,3199.93
13.58,No Sugar,0.086,Household,170.01,OUT002,Small,Tier 3,Food Mart,28,2060.28
13.56,Low Sugar,0.091,Canned,181.83,OUT003,Medium,Tier 1,Departmental Store,27,4371.43
10.06,Low Sugar,0.031,Fruits and Vegetables,134.53,OUT004,Medium,Tier 2,Supermarket Type2,17,2611.62
11.5,Low Sugar,0.181,Frozen Foods,134.89,OUT004,Medium,Tier 2,Supermarket Type2,17,2943.54
13.93,No Sugar,0.086,Health and Hygiene,186.31,OUT001,High,Tier 2,Supermarket Type1,39,4545.15
17.6,Regular,0.031,Snack Foods,158.67,OUT003,Medium,Tier 1,Departmental Store,27,4809.97
14.65,Low Sugar,0.011,Frozen Foods,187.82,OUT001,High,Tier 2,Supermarket Type1,39,4738.77
13.15,Low Sugar,0.025,Soft Drinks,159.47,OUT004,Medium,Tier 2,Supermarket Type2,17,3820.25
13.2,Low Sugar,0.033,Snack Foods,131.79,OUT004,Medium,Tier 2,Supermarket Type2,17,3266.18
11.76,No Sugar,0.091,Health and Hygiene,132.54,OUT004,Medium,Tier 2,Supermarket Type2,17,2955.04
11.69,Regular,0.079,Baking Goods,125.99,OUT004,Medium,Tier 2,Supermarket Type2,17,2804.18
12.98,Low Sugar,0.116,Snack Foods,165.88,OUT004,Medium,Tier 2,Supermarket Type2,17,3912.06
8.93,Low Sugar,0.031,Snack Foods,126.48,OUT002,Small,Tier 3,Food Mart,28,2190.98
13.5,Low Sugar,0.028,Snack Foods,149.52,OUT004,Medium,Tier 2,Supermarket Type2,17,3695.41
14.23,Low Sugar,0.045,Dairy,139.65,OUT004,Medium,Tier 2,Supermarket Type2,17,3657.89
12.65,No Sugar,0.145,Health and Hygiene,134.69,OUT004,Medium,Tier 2,Supermarket Type2,17,3201.1
12.57,Low Sugar,0.036,Starchy Foods,196.84,OUT003,Medium,Tier 1,Departmental Store,27,4452.7
14.88,Low Sugar,0.038,Canned,96.49,OUT004,Medium,Tier 2,Supermarket Type2,17,2922.28
12.27,Regular,0.061,Meat,134.88,OUT004,Medium,Tier 2,Supermarket Type2,17,3117.77
11.41,Low Sugar,0.119,Snack Foods,144.12,OUT004,Medium,Tier 2,Supermarket Type2,17,3113.96
9.94,Low Sugar,0.184,Frozen Foods,92.19,OUT002,Small,Tier 3,Food Mart,28,1717.23
11.54,Regular,0.035,Seafood,152.03,OUT004,Medium,Tier 2,Supermarket Type2,17,3303.99
12.25,Low Sugar,0.012,Hard Drinks,188.2,OUT003,Medium,Tier 1,Departmental Store,27,4205.63
12.34,Low Sugar,0.016,Dairy,75.29,OUT002,Small,Tier 3,Food Mart,28,1913.64
13.56,Regular,0.062,Seafood,135.41,OUT004,Medium,Tier 2,Supermarket Type2,17,3421.04
10.14,Low Sugar,0.122,Seafood,162.93,OUT004,Medium,Tier 2,Supermarket Type2,17,3210.54
11.61,Low Sugar,0.173,Canned,159.99,OUT004,Medium,Tier 2,Supermarket Type2,17,3481.87
10.84,Low Sugar,0.049,Meat,124.93,OUT002,Small,Tier 3,Food Mart,28,1215.18
14.68,Low Sugar,0.108,Meat,220.49,OUT003,Medium,Tier 1,Departmental Store,27,5415.4
10.32,Low Sugar,0.024,Meat,117.27,OUT001,High,Tier 2,Supermarket Type1,39,2316.16
12.97,Low Sugar,0.115,Canned,136.05,OUT004,Medium,Tier 2,Supermarket Type2,17,3301.17
12.35,No Sugar,0.025,Health and Hygiene,151.39,OUT004,Medium,Tier 2,Supermarket Type2,17,5119.47
14.39,Regular,0.057,Baking Goods,184.41,OUT001,High,Tier 2,Supermarket Type1,39,4609.95
11.87,Low Sugar,0.058,Frozen Foods,140.58,OUT004,Medium,Tier 2,Supermarket Type2,17,4479.13
15.3,Low Sugar,0.087,Dairy,199.37,OUT003,Medium,Tier 1,Departmental Store,27,5121.75
13.91,Regular,0.103,Soft Drinks,151.64,OUT004,Medium,Tier 2,Supermarket Type2,17,3832.02
10.71,Low Sugar,0.108,Fruits and Vegetables,147.38,OUT004,Medium,Tier 2,Supermarket Type2,17,3020.84
11.76,No Sugar,0.035,Health and Hygiene,119.88,OUT004,Medium,Tier 2,Supermarket Type2,17,2695.4
17.36,Low Sugar,0.024,Breads,208.6,OUT003,Medium,Tier 1,Departmental Store,27,5777.83
9.21,Low Sugar,0.01,Baking Goods,144.35,OUT003,Medium,Tier 1,Departmental Store,27,5789.67
16.12,No Sugar,0.12,Health and Hygiene,175.82,OUT001,High,Tier 2,Supermarket Type1,39,4825.55
12.2,Regular,0.045,Snack Foods,134.63,OUT004,Medium,Tier 2,Supermarket Type2,17,3097.32
7.66,Regular,0.04,Breads,93.85,OUT002,Small,Tier 3,Food Mart,28,1235.63
9.44,No Sugar,0.067,Household,117.62,OUT002,Small,Tier 3,Food Mart,28,2124.37
11.95,Low Sugar,0.12,Frozen Foods,127.05,OUT004,Medium,Tier 2,Supermarket Type2,17,2886.22
12.81,Low Sugar,0.066,Fruits and Vegetables,157.7,OUT004,Medium,Tier 2,Supermarket Type2,17,3706.67
11.42,Low Sugar,0.081,Fruits and Vegetables,163.88,OUT004,Medium,Tier 2,Supermarket Type2,17,3520.32
10.72,Low Sugar,0.068,Snack Foods,111.08,OUT002,Small,Tier 3,Food Mart,28,2281.16
13.51,Low Sugar,0.131,Dairy,131.84,OUT004,Medium,Tier 2,Supermarket Type2,17,3336.51
15.21,Regular,0.039,Canned,123.72,OUT004,Medium,Tier 2,Supermarket Type2,17,3553.2
13.61,No Sugar,0.03,Household,146.14,OUT004,Medium,Tier 2,Supermarket Type2,17,3652.07
11.3,Low Sugar,0.081,Soft Drinks,149.55,OUT004,Medium,Tier 2,Supermarket Type2,17,3199.05
12.75,Regular,0.056,Fruits and Vegetables,227.47,OUT003,Medium,Tier 1,Departmental Store,27,5120.87
13.91,Low Sugar,0.162,Fruits and Vegetables,110.35,OUT004,Medium,Tier 2,Supermarket Type2,17,2986.62
10.69,No Sugar,0.171,Household,145.44,OUT004,Medium,Tier 2,Supermarket Type2,17,2978.05
14.86,No Sugar,0.162,Health and Hygiene,151.92,OUT001,High,Tier 2,Supermarket Type1,39,4051.45
11.36,Low Sugar,0.039,Meat,138.6,OUT004,Medium,Tier 2,Supermarket Type2,17,2989.5
12.48,Low Sugar,0.026,Canned,123.16,OUT004,Medium,Tier 2,Supermarket Type2,17,2925.81
12.47,Low Sugar,0.174,Meat,157.88,OUT004,Medium,Tier 2,Supermarket Type2,17,3633.95
8.25,Regular,0.031,Dairy,119.55,OUT002,Small,Tier 3,Food Mart,28,1894.93
12.65,Low Sugar,0.072,Fruits and Vegetables,187.61,OUT003,Medium,Tier 1,Departmental Store,27,4283.89
13.47,No Sugar,0.04,Household,180.22,OUT003,Medium,Tier 1,Departmental Store,27,4316.5
12.87,Low Sugar,0.029,Breads,160.47,OUT004,Medium,Tier 2,Supermarket Type2,17,3778.34
12.22,Low Sugar,0.029,Fruits and Vegetables,165.36,OUT004,Medium,Tier 2,Supermarket Type2,17,3731.51
12.16,Regular,0.092,Frozen Foods,115.92,OUT004,Medium,Tier 2,Supermarket Type2,17,2705.2
14.18,Regular,0.139,Canned,131.76,OUT004,Medium,Tier 2,Supermarket Type2,17,3486.87
15.26,Regular,0.057,Dairy,210.59,OUT003,Medium,Tier 1,Departmental Store,27,5342.89
9.61,No Sugar,0.075,Household,114.56,OUT002,Small,Tier 3,Food Mart,28,2101.31
15.41,No Sugar,0.075,Others,176.5,OUT001,High,Tier 2,Supermarket Type1,39,4678.65
15.54,Low Sugar,0.027,Dairy,186.52,OUT001,High,Tier 2,Supermarket Type1,39,4913.95
13.59,Low Sugar,0.053,Frozen Foods,145.62,OUT004,Medium,Tier 2,Supermarket Type2,17,3635.47
9.6,No Sugar,0.041,Health and Hygiene,164.6,OUT004,Medium,Tier 2,Supermarket Type2,17,3123.57
12.51,Low Sugar,0.118,Starchy Foods,173.4,OUT004,Medium,Tier 2,Supermarket Type2,17,3959.66
13.0,No Sugar,0.077,Household,136.76,OUT004,Medium,Tier 2,Supermarket Type2,17,3322.54
14.83,Low Sugar,0.071,Frozen Foods,167.45,OUT003,Medium,Tier 1,Departmental Store,27,4362.79
16.06,Low Sugar,0.089,Breakfast,152.28,OUT003,Medium,Tier 1,Departmental Store,27,4330.5
11.63,Low Sugar,0.074,Snack Foods,114.86,OUT004,Medium,Tier 2,Supermarket Type2,17,2562.71
14.41,Regular,0.122,Meat,155.09,OUT001,High,Tier 2,Supermarket Type1,39,4014.47
9.38,Regular,0.039,Soft Drinks,115.72,OUT003,Medium,Tier 1,Departmental Store,27,6697.87
12.54,Low Sugar,0.09,Hard Drinks,203.53,OUT002,Small,Tier 3,Food Mart,28,2104.95
14.3,Low Sugar,0.038,Snack Foods,102.93,OUT004,Medium,Tier 2,Supermarket Type2,17,2922.59
14.44,Regular,0.027,Meat,184.72,OUT001,High,Tier 2,Supermarket Type1,39,4629.45
10.77,Regular,0.066,Baking Goods,114.34,OUT001,High,Tier 2,Supermarket Type1,39,2359.43
14.75,Low Sugar,0.027,Seafood,135.64,OUT004,Medium,Tier 2,Supermarket Type2,17,3693.34
12.34,Low Sugar,0.01,Fruits and Vegetables,134.28,OUT004,Medium,Tier 2,Supermarket Type2,17,3120.62
15.25,No Sugar,0.176,Household,152.71,OUT001,High,Tier 2,Supermarket Type1,39,4157.51
12.0,Regular,0.031,Fruits and Vegetables,127.38,OUT004,Medium,Tier 2,Supermarket Type2,17,2903.93
11.14,No Sugar,0.099,Household,147.29,OUT004,Medium,Tier 2,Supermarket Type2,17,3117.58
11.66,Low Sugar,0.047,Meat,188.95,OUT001,High,Tier 2,Supermarket Type1,39,4086.72
12.51,No Sugar,0.073,Household,169.48,OUT004,Medium,Tier 2,Supermarket Type2,17,3880.61
12.15,Low Sugar,0.013,Canned,141.87,OUT004,Medium,Tier 2,Supermarket Type2,17,3233.42
14.53,Low Sugar,0.016,Meat,181.25,OUT001,High,Tier 2,Supermarket Type1,39,4578.3
14.36,Low Sugar,0.024,Dairy,173.68,OUT003,Medium,Tier 1,Departmental Store,27,4384.63
10.39,No Sugar,0.041,Health and Hygiene,128.16,OUT004,Medium,Tier 2,Supermarket Type2,17,2556.77
15.83,Low Sugar,0.065,Frozen Foods,180.77,OUT001,High,Tier 2,Supermarket Type1,39,4861.63
7.23,Low Sugar,0.067,Frozen Foods,103.66,OUT002,Small,Tier 3,Food Mart,28,1339.52
14.38,Low Sugar,0.129,Baking Goods,194.04,OUT001,High,Tier 2,Supermarket Type1,39,4805.93
11.55,Low Sugar,0.096,Meat,117.09,OUT004,Medium,Tier 2,Supermarket Type2,17,2591.89
14.94,No Sugar,0.233,Household,150.65,OUT001,High,Tier 2,Supermarket Type1,39,4044.67
12.98,Low Sugar,0.044,Dairy,155.83,OUT004,Medium,Tier 2,Supermarket Type2,17,3706.21
15.83,No Sugar,0.027,Health and Hygiene,192.62,OUT003,Medium,Tier 1,Departmental Store,27,5104.78
14.68,Regular,0.143,Fruits and Vegetables,145.32,OUT004,Medium,Tier 2,Supermarket Type2,17,3876.17
11.85,Low Sugar,0.061,Baking Goods,182.97,OUT001,High,Tier 2,Supermarket Type1,39,4007.47
10.58,Low Sugar,0.016,Fruits and Vegetables,144.73,OUT004,Medium,Tier 2,Supermarket Type2,17,2938.62
14.73,No Sugar,0.031,Household,194.18,OUT001,High,Tier 2,Supermarket Type1,39,4888.66
8.95,Low Sugar,0.129,Meat,113.79,OUT002,Small,Tier 3,Food Mart,28,1937.49
9.98,Regular,0.027,Baking Goods,125.22,OUT001,High,Tier 2,Supermarket Type1,39,2403.73
11.7,Low Sugar,0.032,Canned,156.24,OUT004,Medium,Tier 2,Supermarket Type2,17,3425.48
12.95,No Sugar,0.141,Household,148.36,OUT004,Medium,Tier 2,Supermarket Type2,17,3548.75
14.23,Low Sugar,0.037,Snack Foods,199.32,OUT001,High,Tier 2,Supermarket Type1,39,4878.79
10.73,Low Sugar,0.044,Frozen Foods,109.2,OUT002,Small,Tier 3,Food Mart,28,2243.85
16.32,Low Sugar,0.033,Snack Foods,173.95,OUT001,High,Tier 2,Supermarket Type1,39,4833.88
13.7,No Sugar,0.09,Health and Hygiene,181.34,OUT003,Medium,Tier 1,Departmental Store,27,4392.88
15.2,Low Sugar,0.077,Frozen Foods,184.73,OUT003,Medium,Tier 1,Departmental Store,27,5994.13
13.89,Regular,0.044,Hard Drinks,151.6,OUT004,Medium,Tier 2,Supermarket Type2,17,3826.81
12.67,Low Sugar,0.042,Breads,159.77,OUT004,Medium,Tier 2,Supermarket Type2,17,3718.86
14.74,No Sugar,0.067,Household,142.5,OUT004,Medium,Tier 2,Supermarket Type2,17,3832.21
16.46,Low Sugar,0.01,Fruits and Vegetables,186.04,OUT003,Medium,Tier 1,Departmental Store,27,5111.44
15.17,Low Sugar,0.184,Baking Goods,140.35,OUT003,Medium,Tier 1,Departmental Store,27,6526.25
12.47,Low Sugar,0.033,Soft Drinks,175.32,OUT004,Medium,Tier 2,Supermarket Type2,17,3991.24
13.37,Low Sugar,0.064,Soft Drinks,143.54,OUT004,Medium,Tier 2,Supermarket Type2,17,3543.33
11.8,Low Sugar,0.019,Frozen Foods,97.54,OUT002,Small,Tier 3,Food Mart,28,2248.89
10.17,Low Sugar,0.098,Frozen Foods,74.27,OUT002,Small,Tier 3,Food Mart,28,1402.37
13.56,Regular,0.017,Frozen Foods,150.12,OUT004,Medium,Tier 2,Supermarket Type2,17,3721.56
10.89,Regular,0.082,Baking Goods,147.95,OUT004,Medium,Tier 2,Supermarket Type2,17,3072.8
10.71,Low Sugar,0.135,Dairy,139.94,OUT004,Medium,Tier 2,Supermarket Type2,17,2870.08
13.73,Regular,0.137,Starchy Foods,120.67,OUT004,Medium,Tier 2,Supermarket Type2,17,3157.67
11.72,Low Sugar,0.022,Meat,133.1,OUT004,Medium,Tier 2,Supermarket Type2,17,2956.82
12.38,Low Sugar,0.069,Fruits and Vegetables,111.05,OUT004,Medium,Tier 2,Supermarket Type2,17,2655.19
12.94,Regular,0.072,Canned,163.06,OUT004,Medium,Tier 2,Supermarket Type2,17,3847.27
12.62,No Sugar,0.117,Health and Hygiene,195.81,OUT003,Medium,Tier 1,Departmental Store,27,4443.45
15.22,Regular,0.015,Fruits and Vegetables,158.64,OUT003,Medium,Tier 1,Departmental Store,27,4271.53
13.06,Low Sugar,0.162,Starchy Foods,132.86,OUT004,Medium,Tier 2,Supermarket Type2,17,3255.95
13.64,Low Sugar,0.021,Frozen Foods,135.83,OUT004,Medium,Tier 2,Supermarket Type2,17,3446.4
15.45,Regular,0.162,Fruits and Vegetables,199.37,OUT003,Medium,Tier 1,Departmental Store,27,5157.18
8.98,Low Sugar,0.085,Soft Drinks,114.61,OUT002,Small,Tier 3,Food Mart,28,1959.01
11.73,Low Sugar,0.128,Soft Drinks,137.31,OUT004,Medium,Tier 2,Supermarket Type2,17,3044.98
11.51,Low Sugar,0.021,Snack Foods,165.42,OUT004,Medium,Tier 2,Supermarket Type2,17,3571.42
11.41,Low Sugar,0.025,Canned,144.89,OUT004,Medium,Tier 2,Supermarket Type2,17,5209.49
11.68,Regular,0.04,Breads,128.59,OUT004,Medium,Tier 2,Supermarket Type2,17,2855.37
14.14,Low Sugar,0.052,Dairy,173.78,OUT003,Medium,Tier 1,Departmental Store,27,4335.88
10.42,Regular,0.032,Breads,98.53,OUT002,Small,Tier 3,Food Mart,28,1955.4
13.35,Regular,0.055,Dairy,216.9,OUT003,Medium,Tier 1,Departmental Store,27,5914.86
18.16,Regular,0.072,Soft Drinks,186.64,OUT003,Medium,Tier 1,Departmental Store,27,5507.55
11.48,No Sugar,0.01,Health and Hygiene,161.03,OUT004,Medium,Tier 2,Supermarket Type2,17,3474.79
10.81,Regular,0.068,Canned,151.88,OUT004,Medium,Tier 2,Supermarket Type2,17,3136.67
13.99,Low Sugar,0.036,Soft Drinks,129.5,OUT004,Medium,Tier 2,Supermarket Type2,17,3397.49
8.87,Low Sugar,0.042,Canned,113.46,OUT002,Small,Tier 3,Food Mart,28,1910.46
14.75,Low Sugar,0.076,Snack Foods,187.48,OUT001,High,Tier 2,Supermarket Type1,39,4754.73
13.8,Low Sugar,0.091,Baking Goods,149.53,OUT004,Medium,Tier 2,Supermarket Type2,17,3764.73
9.37,Regular,0.031,Fruits and Vegetables,154.88,OUT004,Medium,Tier 2,Supermarket Type2,17,2871.93
14.72,Low Sugar,0.015,Soft Drinks,164.27,OUT001,High,Tier 2,Supermarket Type1,39,4828.12
13.21,Low Sugar,0.067,Snack Foods,157.8,OUT004,Medium,Tier 2,Supermarket Type2,17,3800.42
12.42,No Sugar,0.044,Health and Hygiene,180.1,OUT001,High,Tier 2,Supermarket Type1,39,4078.49
10.84,Low Sugar,0.024,Soft Drinks,109.08,OUT002,Small,Tier 3,Food Mart,28,2267.02
17.39,Low Sugar,0.034,Fruits and Vegetables,170.91,OUT003,Medium,Tier 1,Departmental Store,27,5011.32
14.77,Low Sugar,0.024,Fruits and Vegetables,137.65,OUT004,Medium,Tier 2,Supermarket Type2,17,3739.62
7.02,Regular,0.029,Baking Goods,50.42,OUT002,Small,Tier 3,Food Mart,28,203.55
16.12,Low Sugar,0.079,Frozen Foods,190.07,OUT003,Medium,Tier 1,Departmental Store,27,5116.81
11.73,No Sugar,0.004,Health and Hygiene,146.52,OUT004,Medium,Tier 2,Supermarket Type2,17,3235.05
12.86,Low Sugar,0.062,Fruits and Vegetables,139.32,OUT004,Medium,Tier 2,Supermarket Type2,17,3341.99
11.44,Regular,0.027,Baking Goods,144.18,OUT004,Medium,Tier 2,Supermarket Type2,17,3120.85
11.74,Low Sugar,0.062,Hard Drinks,103.63,OUT001,High,Tier 2,Supermarket Type1,39,2357.91
13.4,No Sugar,0.129,Household,191.29,OUT001,High,Tier 2,Supermarket Type1,39,4527.45
13.14,No Sugar,0.037,Household,147.18,OUT004,Medium,Tier 2,Supermarket Type2,17,3566.64
12.43,Regular,0.044,Frozen Foods,160.44,OUT004,Medium,Tier 2,Supermarket Type2,17,3676.83
8.74,Low Sugar,0.048,Dairy,136.24,OUT001,High,Tier 2,Supermarket Type1,39,2347.49
15.04,Low Sugar,0.104,Snack Foods,118.56,OUT004,Medium,Tier 2,Supermarket Type2,17,3410.45
10.5,Low Sugar,0.036,Hard Drinks,144.82,OUT004,Medium,Tier 2,Supermarket Type2,17,2921.44
14.45,Regular,0.037,Fruits and Vegetables,161.2,OUT001,High,Tier 2,Supermarket Type1,39,4148.4
14.1,Low Sugar,0.026,Dairy,95.96,OUT004,Medium,Tier 2,Supermarket Type2,17,2736.45
13.19,Low Sugar,0.007,Dairy,153.58,OUT004,Medium,Tier 2,Supermarket Type2,17,3708.43
13.33,Low Sugar,0.102,Meat,154.71,OUT004,Medium,Tier 2,Supermarket Type2,17,3763.78
15.9,Regular,0.172,Fruits and Vegetables,153.75,OUT003,Medium,Tier 1,Departmental Store,27,4323.7
9.95,Low Sugar,0.034,Snack Foods,149.98,OUT004,Medium,Tier 2,Supermarket Type2,17,2903.05
12.45,Low Sugar,0.038,Snack Foods,160.71,OUT004,Medium,Tier 2,Supermarket Type2,17,3688.14
10.93,No Sugar,0.054,Household,103.23,OUT002,Small,Tier 3,Food Mart,28,2168.66
10.28,Regular,0.069,Dairy,130.75,OUT004,Medium,Tier 2,Supermarket Type2,17,2584.82
10.18,Low Sugar,0.052,Fruits and Vegetables,138.71,OUT004,Medium,Tier 2,Supermarket Type2,17,2723.74
11.45,Low Sugar,0.013,Fruits and Vegetables,166.86,OUT004,Medium,Tier 2,Supermarket Type2,17,3588.2
8.85,Low Sugar,0.123,Canned,113.28,OUT002,Small,Tier 3,Food Mart,28,1902.66
13.87,Low Sugar,0.055,Meat,142.04,OUT004,Medium,Tier 2,Supermarket Type2,17,3626.84
15.62,Regular,0.056,Canned,164.29,OUT003,Medium,Tier 1,Departmental Store,27,4476.3
13.85,Regular,0.031,Snack Foods,185.48,OUT003,Medium,Tier 1,Departmental Store,27,5017.66
7.94,Low Sugar,0.036,Frozen Foods,150.78,OUT001,High,Tier 2,Supermarket Type1,39,2464.78
10.1,No Sugar,0.071,Health and Hygiene,86.91,OUT001,High,Tier 2,Supermarket Type1,39,2734.26
12.49,Low Sugar,0.292,Frozen Foods,131.49,OUT004,Medium,Tier 2,Supermarket Type2,17,3097.53
10.91,Low Sugar,0.056,Meat,106.68,OUT002,Small,Tier 3,Food Mart,28,2233.56
14.79,No Sugar,0.113,Health and Hygiene,181.26,OUT001,High,Tier 2,Supermarket Type1,39,4636.41
15.37,Low Sugar,0.13,Canned,99.24,OUT004,Medium,Tier 2,Supermarket Type2,17,4332.15
11.45,Low Sugar,0.039,Meat,125.43,OUT004,Medium,Tier 2,Supermarket Type2,17,2738.39
14.36,Regular,0.012,Soft Drinks,128.07,OUT004,Medium,Tier 2,Supermarket Type2,17,3451.9
10.32,Low Sugar,0.14,Fruits and Vegetables,163.29,OUT004,Medium,Tier 2,Supermarket Type2,17,3257.9
12.88,Regular,0.026,Baking Goods,89.6,OUT001,High,Tier 2,Supermarket Type1,39,2329.47
11.44,Low Sugar,0.042,Canned,153.91,OUT004,Medium,Tier 2,Supermarket Type2,17,3320.72
16.53,Regular,0.077,Meat,215.22,OUT003,Medium,Tier 1,Departmental Store,27,5724.7
10.7,No Sugar,0.062,Health and Hygiene,149.39,OUT004,Medium,Tier 2,Supermarket Type2,17,3060.5
13.75,Low Sugar,0.017,Snack Foods,154.64,OUT004,Medium,Tier 2,Supermarket Type2,17,3856.15
12.71,Low Sugar,0.093,Fruits and Vegetables,147.6,OUT004,Medium,Tier 2,Supermarket Type2,17,3477.54
14.71,No Sugar,0.083,Household,145.12,OUT004,Medium,Tier 2,Supermarket Type2,17,3880.22
12.93,Regular,0.019,Meat,134.66,OUT004,Medium,Tier 2,Supermarket Type2,17,3262.85
12.9,Low Sugar,0.073,Dairy,195.91,OUT001,High,Tier 2,Supermarket Type1,39,4508.15
15.74,Low Sugar,0.019,Snack Foods,208.82,OUT003,Medium,Tier 1,Departmental Store,27,5414.51
16.41,Low Sugar,0.064,Meat,191.07,OUT003,Medium,Tier 1,Departmental Store,27,5204.52
12.38,Low Sugar,0.046,Starchy Foods,138.81,OUT004,Medium,Tier 2,Supermarket Type2,17,3223.27
13.64,Low Sugar,0.12,Starchy Foods,186.28,OUT003,Medium,Tier 1,Departmental Store,27,4480.61
12.18,Regular,0.093,Snack Foods,116.95,OUT004,Medium,Tier 2,Supermarket Type2,17,2731.36
13.22,No Sugar,0.008,Health and Hygiene,174.99,OUT001,High,Tier 2,Supermarket Type1,39,4154.28
14.96,Low Sugar,0.076,Fruits and Vegetables,182.36,OUT001,High,Tier 2,Supermarket Type1,39,3283.64
11.99,Low Sugar,0.172,Baking Goods,137.08,OUT004,Medium,Tier 2,Supermarket Type2,17,3100.78
12.97,Low Sugar,0.122,Frozen Foods,153.37,OUT004,Medium,Tier 2,Supermarket Type2,17,3653.86
9.5,Low Sugar,0.033,Snack Foods,118.06,OUT002,Small,Tier 3,Food Mart,28,2146.99
12.3,Low Sugar,0.06,Baking Goods,170.87,OUT004,Medium,Tier 2,Supermarket Type2,17,3860.72
12.24,Regular,0.023,Starchy Foods,107.71,OUT004,Medium,Tier 2,Supermarket Type2,17,2555.12
9.41,Low Sugar,0.011,Dairy,108.39,OUT002,Small,Tier 3,Food Mart,28,1929.27
10.9,Low Sugar,0.029,Dairy,131.3,OUT004,Medium,Tier 2,Supermarket Type2,17,2735.89
11.85,Low Sugar,0.112,Snack Foods,181.27,OUT004,Medium,Tier 2,Supermarket Type2,17,3972.18
15.28,No Sugar,0.015,Household,223.92,OUT003,Medium,Tier 1,Departmental Store,27,5620.9
