Product_Weight,Product_Sugar_Content,Product_Allocated_Area,Product_Type,Product_MRP,Store_Id,Store_Size,Store_Location_City_Type,Store_Type,Product_Store_Sales_Total,Store_Age
11.7,Low Sugar,0.032,Canned,156.24,OUT004,Medium,Tier 2,Supermarket Type2,3425.48,17
11.74,No Sugar,0.09,Household,159.96,OUT004,Medium,Tier 2,Supermarket Type2,3512.22,17
10.57,Low Sugar,0.065,Frozen Foods,116.43,OUT001,High,Tier 2,Supermarket Type1,2356.2,39
12.86,Low Sugar,0.107,Snack Foods,176.41,OUT001,High,Tier 2,Supermarket Type1,4100.72,39
13.9,Low Sugar,0.035,Fruits and Vegetables,118.48,OUT004,Medium,Tier 2,Supermarket Type2,3151.8,17
10.95,Low Sugar,0.061,Soft Drinks,110.82,OUT001,High,Tier 2,Supermarket Type1,2327.71,39
9.54,Regular,0.046,Fruits and Vegetables,136.88,OUT004,Medium,Tier 2,Supermarket Type2,2541.53,17
9.83,No Sugar,0.105,Health and Hygiene,118.26,OUT002,Small,Tier 3,Food Mart,2227.41,28
11.4,Low Sugar,0.048,Baking Goods,143.79,OUT004,Medium,Tier 2,Supermarket Type2,3103.01,17
15.38,Regular,0.017,Breakfast,185.92,OUT001,High,Tier 2,Supermarket Type1,4866.21,39
13.35,Low Sugar,0.118,Hard Drinks,120.89,OUT004,Medium,Tier 2,Supermarket Type2,3076.65,17
11.51,Low Sugar,0.089,Fruits and Vegetables,146.47,OUT004,Medium,Tier 2,Supermarket Type2,3183.48,17
13.58,Regular,0.064,Baking Goods,168.84,OUT001,High,Tier 2,Supermarket Type1,4109.42,39
11.82,Low Sugar,0.073,Snack Foods,118.41,OUT004,Medium,Tier 2,Supermarket Type2,2679.27,17
13.88,Low Sugar,0.098,Fruits and Vegetables,191.35,OUT001,High,Tier 2,Supermarket Type1,4636.36,39
10.87,Low Sugar,0.047,Fruits and Vegetables,103.68,OUT002,Small,Tier 3,Food Mart,2164.29,28
15.51,No Sugar,0.118,Household,164.9,OUT003,Medium,Tier 1,Departmental Store,4463.89,27
7.86,No Sugar,0.036,Health and Hygiene,95.79,OUT002,Small,Tier 3,Food Mart,1321.0,28
12.43,Regular,0.021,Meat,152.28,OUT004,Medium,Tier 2,Supermarket Type2,3510.01,17
7.22,Low Sugar,0.093,Fruits and Vegetables,123.14,OUT002,Small,Tier 3,Food Mart,1736.1,28
12.94,Regular,0.028,Canned,114.81,OUT004,Medium,Tier 2,Supermarket Type2,2858.69,17
11.91,Low Sugar,0.045,Dairy,129.12,OUT004,Medium,Tier 2,Supermarket Type2,2919.63,17
9.28,No Sugar,0.145,Household,110.31,OUT002,Small,Tier 3,Food Mart,1938.57,28
10.92,Low Sugar,0.12,Snack Foods,149.64,OUT004,Medium,Tier 2,Supermarket Type2,3114.73,17
12.45,Low Sugar,0.038,Snack Foods,160.71,OUT004,Medium,Tier 2,Supermarket Type2,3688.14,17
12.26,Low Sugar,0.057,Fruits and Vegetables,136.75,OUT004,Medium,Tier 2,Supermarket Type2,3155.15,17
8.49,Low Sugar,0.042,Fruits and Vegetables,119.53,OUT002,Small,Tier 3,Food Mart,1950.44,28
13.3,No Sugar,0.071,Household,207.75,OUT001,High,Tier 2,Supermarket Type1,4843.04,39
14.64,Low Sugar,0.052,Fruits and Vegetables,185.13,OUT002,Small,Tier 3,Food Mart,1495.58,28
10.57,Low Sugar,0.09,Snack Foods,139.77,OUT004,Medium,Tier 2,Supermarket Type2,2835.02,17
15.37,Low Sugar,0.033,Meat,134.74,OUT004,Medium,Tier 2,Supermarket Type2,3816.49,17
12.74,Low Sugar,0.058,Starchy Foods,112.05,OUT004,Medium,Tier 2,Supermarket Type2,2756.8,17
14.09,Low Sugar,0.073,Meat,159.22,OUT001,High,Tier 2,Supermarket Type1,4027.73,39
14.32,No Sugar,0.185,Household,148.83,OUT004,Medium,Tier 2,Supermarket Type2,3867.72,17
10.27,Regular,0.105,Soft Drinks,123.79,OUT002,Small,Tier 3,Food Mart,874.26,28
14.67,Regular,0.062,Baking Goods,157.49,OUT001,High,Tier 2,Supermarket Type1,4123.39,39
14.55,Low Sugar,0.08,Baking Goods,186.12,OUT001,High,Tier 2,Supermarket Type1,4681.45,39
10.96,Low Sugar,0.056,Snack Foods,112.35,OUT001,High,Tier 2,Supermarket Type1,2360.33,39
11.11,Low Sugar,0.025,Snack Foods,157.92,OUT004,Medium,Tier 2,Supermarket Type2,3326.65,17
12.42,No Sugar,0.044,Health and Hygiene,180.1,OUT001,High,Tier 2,Supermarket Type1,4078.49,39
16.96,Regular,0.173,Fruits and Vegetables,204.5,OUT003,Medium,Tier 1,Departmental Store,5602.23,27
9.8,Low Sugar,0.142,Fruits and Vegetables,97.05,OUT002,Small,Tier 3,Food Mart,1786.52,28
10.48,Regular,0.144,Snack Foods,80.3,OUT002,Small,Tier 3,Food Mart,1596.16,28
13.99,Low Sugar,0.071,Breads,166.83,OUT001,High,Tier 2,Supermarket Type1,4161.34,39
14.64,Low Sugar,0.071,Frozen Foods,178.84,OUT001,High,Tier 2,Supermarket Type1,4553.27,39
12.92,Regular,0.01,Baking Goods,173.23,OUT001,High,Tier 2,Supermarket Type1,4050.13,39
12.61,Low Sugar,0.025,Snack Foods,152.36,OUT004,Medium,Tier 2,Supermarket Type2,3552.94,17
10.88,Low Sugar,0.078,Soft Drinks,158.85,OUT004,Medium,Tier 2,Supermarket Type2,3295.11,17
15.73,Low Sugar,0.089,Starchy Foods,173.7,OUT001,High,Tier 2,Supermarket Type1,4695.38,39
13.94,No Sugar,0.011,Household,171.51,OUT003,Medium,Tier 1,Departmental Store,4245.63,27
12.28,Low Sugar,0.011,Snack Foods,127.58,OUT004,Medium,Tier 2,Supermarket Type2,2971.03,17
12.53,Low Sugar,0.042,Dairy,165.88,OUT004,Medium,Tier 2,Supermarket Type2,3811.02,17
9.12,Low Sugar,0.017,Soft Drinks,153.09,OUT002,Small,Tier 3,Food Mart,800.36,28
13.31,Low Sugar,0.053,Baking Goods,168.1,OUT001,High,Tier 2,Supermarket Type1,4032.14,39
14.15,No Sugar,0.126,Health and Hygiene,155.8,OUT004,Medium,Tier 2,Supermarket Type2,3971.23,17
8.9,Regular,0.066,Breads,109.33,OUT001,High,Tier 2,Supermarket Type1,3170.34,39
8.73,No Sugar,0.083,Health and Hygiene,114.76,OUT002,Small,Tier 3,Food Mart,1906.66,28
14.68,Low Sugar,0.162,Fruits and Vegetables,115.68,OUT004,Medium,Tier 2,Supermarket Type2,3270.12,17
11.8,Regular,0.112,Snack Foods,142.17,OUT004,Medium,Tier 2,Supermarket Type2,3160.19,17
10.24,Low Sugar,0.056,Fruits and Vegetables,114.45,OUT002,Small,Tier 3,Food Mart,2240.86,28
13.42,Regular,0.089,Fruits and Vegetables,162.27,OUT004,Medium,Tier 2,Supermarket Type2,3938.99,17
13.56,Regular,0.017,Frozen Foods,150.12,OUT004,Medium,Tier 2,Supermarket Type2,3721.56,17
16.14,Low Sugar,0.112,Soft Drinks,198.44,OUT003,Medium,Tier 1,Departmental Store,5293.66,27
11.43,Low Sugar,0.228,Fruits and Vegetables,137.91,OUT004,Medium,Tier 2,Supermarket Type2,2990.64,17
9.22,Regular,0.038,Frozen Foods,143.8,OUT004,Medium,Tier 2,Supermarket Type2,2610.94,17
15.72,Regular,0.074,Fruits and Vegetables,150.69,OUT003,Medium,Tier 1,Departmental Store,4220.92,27
11.76,Regular,0.093,Canned,169.01,OUT002,Small,Tier 3,Food Mart,536.2,28
16.59,Low Sugar,0.053,Soft Drinks,206.71,OUT003,Medium,Tier 1,Departmental Store,5563.65,27
12.76,No Sugar,0.157,Health and Hygiene,146.07,OUT004,Medium,Tier 2,Supermarket Type2,3458.42,17
13.38,Low Sugar,0.035,Fruits and Vegetables,135.53,OUT004,Medium,Tier 2,Supermarket Type2,3382.72,17
12.85,Low Sugar,0.086,Baking Goods,148.49,OUT004,Medium,Tier 2,Supermarket Type2,3526.64,17
14.45,Regular,0.021,Dairy,196.06,OUT001,High,Tier 2,Supermarket Type1,4863.67,39
11.29,Regular,0.084,Baking Goods,96.76,OUT002,Small,Tier 3,Food Mart,2117.59,28
14.14,Low Sugar,0.011,Baking Goods,159.49,OUT001,High,Tier 2,Supermarket Type1,4045.4,39
13.36,No Sugar,0.015,Others,178.89,OUT003,Medium,Tier 1,Departmental Store,5520.58,27
11.25,Low Sugar,0.142,Baking Goods,101.79,OUT002,Small,Tier 3,Food Mart,2209.58,28
12.79,No Sugar,0.076,Household,136.98,OUT004,Medium,Tier 2,Supermarket Type2,3279.14,17
12.68,Regular,0.137,Canned,187.68,OUT003,Medium,Tier 1,Departmental Store,4291.28,27
9.64,Low Sugar,0.094,Baking Goods,160.96,OUT004,Medium,Tier 2,Supermarket Type2,3058.0,17
10.56,Regular,0.009,Dairy,106.88,OUT002,Small,Tier 3,Food Mart,2158.29,28
12.12,Low Sugar,0.099,Fruits and Vegetables,152.1,OUT004,Medium,Tier 2,Supermarket Type2,3437.43,17
10.9,Regular,0.066,Snack Foods,155.17,OUT004,Medium,Tier 2,Supermarket Type2,3224.66,17
12.92,Low Sugar,0.017,Baking Goods,133.41,OUT004,Medium,Tier 2,Supermarket Type2,3235.99,17
12.45,Low Sugar,0.057,Meat,114.21,OUT004,Medium,Tier 2,Supermarket Type2,2734.81,17
13.64,Low Sugar,0.044,Soft Drinks,174.57,OUT003,Medium,Tier 1,Departmental Store,4238.84,27
10.69,Low Sugar,0.033,Dairy,152.95,OUT004,Medium,Tier 2,Supermarket Type2,3130.17,17
8.49,Regular,0.052,Baking Goods,108.7,OUT002,Small,Tier 3,Food Mart,1728.74,28
14.32,Regular,0.075,Baking Goods,154.88,OUT004,Medium,Tier 2,Supermarket Type2,3989.84,17
14.25,Regular,0.012,Meat,152.66,OUT004,Medium,Tier 2,Supermarket Type2,3929.03,17
13.4,Low Sugar,0.112,Fruits and Vegetables,138.94,OUT004,Medium,Tier 2,Supermarket Type2,3457.51,17
12.89,Regular,0.072,Breakfast,120.8,OUT004,Medium,Tier 2,Supermarket Type2,2970.45,17
14.97,No Sugar,0.118,Health and Hygiene,166.95,OUT003,Medium,Tier 1,Departmental Store,4384.19,27
13.83,Low Sugar,0.052,Canned,122.34,OUT004,Medium,Tier 2,Supermarket Type2,3213.74,17
12.68,Low Sugar,0.094,Frozen Foods,142.13,OUT004,Medium,Tier 2,Supermarket Type2,3360.27,17
13.8,Low Sugar,0.173,Dairy,159.88,OUT004,Medium,Tier 2,Supermarket Type2,3974.78,17
13.8,Low Sugar,0.015,Fruits and Vegetables,163.96,OUT001,High,Tier 2,Supermarket Type1,4059.87,39
14.64,Regular,0.033,Fruits and Vegetables,205.15,OUT003,Medium,Tier 1,Departmental Store,5091.09,27
10.4,Low Sugar,0.07,Snack Foods,161.33,OUT004,Medium,Tier 2,Supermarket Type2,3237.31,17
17.48,Low Sugar,0.041,Breads,223.98,OUT003,Medium,Tier 1,Departmental Store,6118.55,27
9.16,Regular,0.064,Snack Foods,155.97,OUT004,Medium,Tier 2,Supermarket Type2,2847.84,17
12.25,Low Sugar,0.061,Baking Goods,164.38,OUT004,Medium,Tier 2,Supermarket Type2,3716.68,17
9.36,No Sugar,0.026,Household,149.56,OUT004,Medium,Tier 2,Supermarket Type2,2760.29,17
9.03,Low Sugar,0.021,Frozen Foods,119.89,OUT002,Small,Tier 3,Food Mart,2080.01,28
11.43,Low Sugar,0.028,Soft Drinks,174.7,OUT004,Medium,Tier 2,Supermarket Type2,3733.46,17
11.92,Low Sugar,0.053,Fruits and Vegetables,138.27,OUT004,Medium,Tier 2,Supermarket Type2,3109.47,17
11.41,Low Sugar,0.031,Frozen Foods,112.43,OUT001,High,Tier 2,Supermarket Type1,2463.39,39
13.1,Low Sugar,0.039,Canned,123.62,OUT004,Medium,Tier 2,Supermarket Type2,3075.52,17
11.73,No Sugar,0.066,Household,137.3,OUT004,Medium,Tier 2,Supermarket Type2,3044.77,17
12.53,No Sugar,0.123,Household,141.93,OUT004,Medium,Tier 2,Supermarket Type2,3321.26,17
14.17,No Sugar,0.045,Health and Hygiene,180.95,OUT003,Medium,Tier 1,Departmental Store,4490.96,27
13.9,Low Sugar,0.042,Frozen Foods,143.41,OUT004,Medium,Tier 2,Supermarket Type2,3661.27,17
12.71,Low Sugar,0.093,Fruits and Vegetables,147.6,OUT004,Medium,Tier 2,Supermarket Type2,3477.54,17
15.27,Low Sugar,0.066,Fruits and Vegetables,142.28,OUT004,Medium,Tier 2,Supermarket Type2,3947.37,17
13.24,No Sugar,0.128,Health and Hygiene,136.87,OUT004,Medium,Tier 2,Supermarket Type2,3377.89,17
13.56,Low Sugar,0.033,Baking Goods,105.73,OUT004,Medium,Tier 2,Supermarket Type2,2812.81,17
14.45,Regular,0.024,Snack Foods,86.51,OUT004,Medium,Tier 2,Supermarket Type2,2620.43,17
12.29,Low Sugar,0.1,Snack Foods,101.8,OUT001,High,Tier 2,Supermarket Type1,2446.82,39
12.36,No Sugar,0.106,Others,106.18,OUT004,Medium,Tier 2,Supermarket Type2,2552.24,17
15.94,No Sugar,0.067,Household,176.93,OUT001,High,Tier 2,Supermarket Type1,2455.65,39
13.2,No Sugar,0.033,Household,160.93,OUT004,Medium,Tier 2,Supermarket Type2,3861.35,17
11.95,No Sugar,0.062,Household,168.29,OUT004,Medium,Tier 2,Supermarket Type2,3728.5,17
11.74,Low Sugar,0.057,Dairy,169.77,OUT004,Medium,Tier 2,Supermarket Type2,3711.28,17
12.7,Regular,0.131,Fruits and Vegetables,201.4,OUT001,High,Tier 2,Supermarket Type1,4576.85,39
9.37,Low Sugar,0.019,Meat,108.18,OUT002,Small,Tier 3,Food Mart,1917.0,28
13.25,Low Sugar,0.115,Breakfast,142.45,OUT004,Medium,Tier 2,Supermarket Type2,3493.76,17
10.92,No Sugar,0.156,Household,80.69,OUT002,Small,Tier 3,Food Mart,1703.6,28
10.94,Low Sugar,0.113,Dairy,106.85,OUT002,Small,Tier 3,Food Mart,2243.02,28
7.94,Low Sugar,0.014,Dairy,101.99,OUT002,Small,Tier 3,Food Mart,1422.41,28
15.18,Regular,0.051,Soft Drinks,182.44,OUT001,High,Tier 2,Supermarket Type1,4748.93,39
13.57,Regular,0.171,Canned,149.05,OUT004,Medium,Tier 2,Supermarket Type2,3701.19,17
9.83,Low Sugar,0.184,Fruits and Vegetables,141.63,OUT004,Medium,Tier 2,Supermarket Type2,2704.28,17
9.72,Regular,0.054,Baking Goods,129.03,OUT001,High,Tier 2,Supermarket Type1,2422.16,39
16.38,Low Sugar,0.044,Snack Foods,206.95,OUT003,Medium,Tier 1,Departmental Store,5520.88,27
12.3,Low Sugar,0.185,Dairy,153.99,OUT004,Medium,Tier 2,Supermarket Type2,3516.99,17
12.22,Low Sugar,0.029,Fruits and Vegetables,165.36,OUT004,Medium,Tier 2,Supermarket Type2,3731.51,17
14.46,Low Sugar,0.114,Canned,129.24,OUT004,Medium,Tier 2,Supermarket Type2,3497.39,17
11.67,No Sugar,0.094,Others,160.0,OUT004,Medium,Tier 2,Supermarket Type2,3495.67,17
10.79,Low Sugar,0.022,Snack Foods,134.34,OUT004,Medium,Tier 2,Supermarket Type2,2773.15,17
14.59,Low Sugar,0.02,Dairy,149.52,OUT004,Medium,Tier 2,Supermarket Type2,3942.58,17
11.36,No Sugar,0.12,Health and Hygiene,108.46,OUT001,High,Tier 2,Supermarket Type1,2371.79,39
11.81,Low Sugar,0.082,Dairy,104.35,OUT001,High,Tier 2,Supermarket Type1,2389.25,39
9.77,Low Sugar,0.125,Canned,133.15,OUT004,Medium,Tier 2,Supermarket Type2,2518.7,17
12.61,Low Sugar,0.048,Fruits and Vegetables,214.03,OUT001,High,Tier 2,Supermarket Type1,4814.55,39
12.08,No Sugar,0.056,Others,173.49,OUT004,Medium,Tier 2,Supermarket Type2,3865.59,17
13.7,Regular,0.037,Snack Foods,120.04,OUT004,Medium,Tier 2,Supermarket Type2,3138.84,17
10.19,Regular,0.113,Baking Goods,171.99,OUT004,Medium,Tier 2,Supermarket Type2,3407.4,17
12.22,No Sugar,0.073,Household,125.07,OUT004,Medium,Tier 2,Supermarket Type2,2905.22,17
13.26,Low Sugar,0.054,Meat,103.43,OUT004,Medium,Tier 2,Supermarket Type2,2699.05,17
12.84,Regular,0.035,Canned,136.82,OUT004,Medium,Tier 2,Supermarket Type2,3286.01,17
12.99,Low Sugar,0.121,Fruits and Vegetables,210.15,OUT001,High,Tier 2,Supermarket Type1,4820.58,39
17.02,No Sugar,0.027,Household,124.67,OUT004,Medium,Tier 2,Supermarket Type2,3983.6,17
14.46,Low Sugar,0.061,Snack Foods,188.66,OUT001,High,Tier 2,Supermarket Type1,4714.48,39
16.7,Low Sugar,0.027,Baking Goods,195.8,OUT003,Medium,Tier 1,Departmental Store,5364.97,27
10.99,Low Sugar,0.082,Snack Foods,98.81,OUT002,Small,Tier 3,Food Mart,2091.74,28
13.73,Regular,0.057,Seafood,165.03,OUT001,High,Tier 2,Supermarket Type1,4065.79,39
13.96,Low Sugar,0.01,Snack Foods,166.25,OUT001,High,Tier 2,Supermarket Type1,4142.8,39
12.02,Low Sugar,0.117,Frozen Foods,150.87,OUT004,Medium,Tier 2,Supermarket Type2,3388.42,17
14.07,Low Sugar,0.042,Baking Goods,184.24,OUT001,High,Tier 2,Supermarket Type1,2880.31,39
15.66,Low Sugar,0.075,Fruits and Vegetables,175.18,OUT001,High,Tier 2,Supermarket Type1,4708.78,39
8.2,Regular,0.078,Snack Foods,126.68,OUT002,Small,Tier 3,Food Mart,2030.27,28
10.77,Low Sugar,0.061,Snack Foods,155.17,OUT004,Medium,Tier 2,Supermarket Type2,2393.62,17
11.44,Regular,0.027,Baking Goods,144.18,OUT004,Medium,Tier 2,Supermarket Type2,3120.85,17
10.56,Regular,0.151,Snack Foods,119.23,OUT001,High,Tier 2,Supermarket Type1,2411.64,39
15.17,No Sugar,0.01,Household,167.63,OUT003,Medium,Tier 1,Departmental Store,4443.73,27
10.79,Low Sugar,0.015,Fruits and Vegetables,106.14,OUT002,Small,Tier 3,Food Mart,2196.51,28
12.24,Low Sugar,0.072,Frozen Foods,157.59,OUT004,Medium,Tier 2,Supermarket Type2,3576.25,17
11.96,Regular,0.21,Snack Foods,189.37,OUT001,High,Tier 2,Supermarket Type1,4163.44,39
12.74,Low Sugar,0.064,Frozen Foods,182.38,OUT001,High,Tier 2,Supermarket Type1,4197.22,39
14.63,Low Sugar,0.044,Dairy,110.11,OUT004,Medium,Tier 2,Supermarket Type2,3143.6,17
15.45,No Sugar,0.058,Health and Hygiene,115.99,OUT004,Medium,Tier 2,Supermarket Type2,2152.78,17
10.08,Low Sugar,0.206,Frozen Foods,165.9,OUT004,Medium,Tier 2,Supermarket Type2,3256.76,17
14.2,Low Sugar,0.035,Fruits and Vegetables,170.12,OUT003,Medium,Tier 1,Departmental Store,4275.96,27
12.05,Low Sugar,0.09,Snack Foods,152.19,OUT004,Medium,Tier 2,Supermarket Type2,3422.84,17
10.76,Regular,0.038,Snack Foods,79.01,OUT002,Small,Tier 3,Food Mart,1634.51,28
10.5,Low Sugar,0.041,Meat,95.15,OUT002,Small,Tier 3,Food Mart,1905.89,28
13.78,No Sugar,0.022,Household,175.16,OUT003,Medium,Tier 1,Departmental Store,6298.26,27
12.75,Low Sugar,0.091,Snack Foods,145.24,OUT004,Medium,Tier 2,Supermarket Type2,3438.77,17
13.97,Low Sugar,0.121,Baking Goods,170.29,OUT003,Medium,Tier 1,Departmental Store,4226.4,27
9.13,Low Sugar,0.027,Fruits and Vegetables,121.09,OUT002,Small,Tier 3,Food Mart,2125.92,28
14.67,Low Sugar,0.02,Dairy,143.9,OUT004,Medium,Tier 2,Supermarket Type2,3845.01,17
14.48,Low Sugar,0.137,Canned,207.57,OUT003,Medium,Tier 1,Departmental Store,5105.72,27
12.62,Low Sugar,0.049,Frozen Foods,119.51,OUT004,Medium,Tier 2,Supermarket Type2,2881.91,17
11.43,Regular,0.079,Snack Foods,156.09,OUT004,Medium,Tier 2,Supermarket Type2,3363.3,17
13.5,Low Sugar,0.044,Fruits and Vegetables,186.3,OUT003,Medium,Tier 1,Departmental Store,4447.63,27
14.86,Regular,0.027,Meat,146.48,OUT004,Medium,Tier 2,Supermarket Type2,3939.83,17
15.38,No Sugar,0.031,Household,161.11,OUT003,Medium,Tier 1,Departmental Store,4358.0,27
8.7,Regular,0.028,Fruits and Vegetables,111.26,OUT002,Small,Tier 3,Food Mart,1827.76,28
14.94,Low Sugar,0.067,Snack Foods,181.94,OUT001,High,Tier 2,Supermarket Type1,4683.49,39
10.12,Regular,0.175,Canned,120.08,OUT001,High,Tier 2,Supermarket Type1,2328.29,39
12.24,Regular,0.023,Starchy Foods,107.71,OUT004,Medium,Tier 2,Supermarket Type2,2555.12,17
14.3,Low Sugar,0.14,Dairy,199.39,OUT001,High,Tier 2,Supermarket Type1,4897.88,39
12.84,Low Sugar,0.024,Frozen Foods,201.1,OUT001,High,Tier 2,Supermarket Type1,4602.44,39
12.64,Regular,0.031,Dairy,162.45,OUT004,Medium,Tier 2,Supermarket Type2,3766.9,17
9.87,Low Sugar,0.033,Fruits and Vegetables,123.13,OUT001,High,Tier 2,Supermarket Type1,2334.74,39
14.38,Low Sugar,0.009,Fruits and Vegetables,114.96,OUT004,Medium,Tier 2,Supermarket Type2,3187.05,17
13.97,No Sugar,0.047,Others,119.68,OUT004,Medium,Tier 2,Supermarket Type2,3190.48,17
11.67,Low Sugar,0.035,Snack Foods,183.87,OUT003,Medium,Tier 1,Departmental Store,6764.72,27
16.0,Low Sugar,0.053,Seafood,229.49,OUT003,Medium,Tier 1,Departmental Store,5897.01,27
13.52,Low Sugar,0.036,Fruits and Vegetables,77.36,OUT002,Small,Tier 3,Food Mart,2222.64,28
15.34,Regular,0.092,Snack Foods,139.39,OUT004,Medium,Tier 2,Supermarket Type2,3905.4,17
19.14,Low Sugar,0.103,Hard Drinks,216.81,OUT003,Medium,Tier 1,Departmental Store,6347.57,27
13.67,Regular,0.151,Snack Foods,168.3,OUT001,High,Tier 2,Supermarket Type1,4118.04,39
13.0,Low Sugar,0.12,Dairy,171.38,OUT001,High,Tier 2,Supermarket Type1,4029.06,39
13.02,Regular,0.061,Fruits and Vegetables,151.74,OUT004,Medium,Tier 2,Supermarket Type2,3632.32,17
10.72,Low Sugar,0.075,Meat,178.03,OUT004,Medium,Tier 2,Supermarket Type2,3650.38,17
12.38,Low Sugar,0.039,Meat,145.95,OUT004,Medium,Tier 2,Supermarket Type2,3369.76,17
14.93,No Sugar,0.064,Household,148.93,OUT001,High,Tier 2,Supermarket Type1,4007.69,39
13.66,Low Sugar,0.028,Starchy Foods,197.68,OUT001,High,Tier 2,Supermarket Type1,4717.49,39
12.45,Regular,0.054,Hard Drinks,126.01,OUT004,Medium,Tier 2,Supermarket Type2,2978.24,17
11.55,No Sugar,0.024,Household,139.84,OUT004,Medium,Tier 2,Supermarket Type2,3057.35,17
12.59,Low Sugar,0.023,Meat,141.77,OUT004,Medium,Tier 2,Supermarket Type2,3332.48,17
11.85,Low Sugar,0.016,Meat,200.43,OUT001,High,Tier 2,Supermarket Type1,2310.46,39
7.16,Low Sugar,0.021,Frozen Foods,103.64,OUT002,Small,Tier 3,Food Mart,1323.37,28
10.25,Low Sugar,0.117,Snack Foods,186.3,OUT004,Medium,Tier 2,Supermarket Type2,3714.66,17
12.24,Low Sugar,0.123,Dairy,130.53,OUT004,Medium,Tier 2,Supermarket Type2,3021.57,17
13.23,Low Sugar,0.191,Snack Foods,129.25,OUT004,Medium,Tier 2,Supermarket Type2,3219.22,17
14.9,No Sugar,0.018,Household,145.98,OUT004,Medium,Tier 2,Supermarket Type2,3938.73,17
13.36,Regular,0.04,Fruits and Vegetables,113.38,OUT004,Medium,Tier 2,Supermarket Type2,2925.1,17
13.35,Low Sugar,0.044,Fruits and Vegetables,203.4,OUT001,High,Tier 2,Supermarket Type1,4763.13,39
10.78,Low Sugar,0.178,Frozen Foods,86.3,OUT002,Small,Tier 3,Food Mart,1787.79,28
13.4,Regular,0.079,Soft Drinks,211.17,OUT001,High,Tier 2,Supermarket Type1,4934.29,39
12.64,No Sugar,0.061,Health and Hygiene,160.89,OUT004,Medium,Tier 2,Supermarket Type2,3734.73,17
14.72,Low Sugar,0.168,Soft Drinks,142.38,OUT004,Medium,Tier 2,Supermarket Type2,3826.41,17
14.07,Low Sugar,0.014,Hard Drinks,190.42,OUT001,High,Tier 2,Supermarket Type1,4660.82,39
13.31,Regular,0.011,Soft Drinks,171.77,OUT001,High,Tier 2,Supermarket Type1,4108.56,39
14.11,Low Sugar,0.208,Soft Drinks,155.56,OUT004,Medium,Tier 2,Supermarket Type2,3956.61,17
11.27,Regular,0.047,Meat,136.46,OUT004,Medium,Tier 2,Supermarket Type2,2924.64,17
10.66,Low Sugar,0.049,Fruits and Vegetables,129.8,OUT004,Medium,Tier 2,Supermarket Type2,2650.48,17
10.73,Low Sugar,0.044,Frozen Foods,109.2,OUT002,Small,Tier 3,Food Mart,2243.85,28
12.63,No Sugar,0.045,Health and Hygiene,156.96,OUT004,Medium,Tier 2,Supermarket Type2,3652.13,17
12.63,Regular,0.009,Canned,142.0,OUT004,Medium,Tier 2,Supermarket Type2,3345.32,17
11.52,Regular,0.023,Frozen Foods,177.78,OUT004,Medium,Tier 2,Supermarket Type2,3827.31,17
8.65,No Sugar,0.119,Household,140.56,OUT001,High,Tier 2,Supermarket Type1,3670.8,39
12.2,Regular,0.045,Snack Foods,134.63,OUT004,Medium,Tier 2,Supermarket Type2,3097.32,17
8.53,Regular,0.066,Fruits and Vegetables,85.88,OUT003,Medium,Tier 1,Departmental Store,5065.7,27
11.69,No Sugar,0.035,Others,183.71,OUT004,Medium,Tier 2,Supermarket Type2,3985.57,17
17.14,Regular,0.127,Starchy Foods,225.33,OUT003,Medium,Tier 1,Departmental Store,6069.48,27
10.63,No Sugar,0.129,Household,105.06,OUT001,High,Tier 2,Supermarket Type1,3503.05,39
13.37,Low Sugar,0.067,Fruits and Vegetables,135.98,OUT004,Medium,Tier 2,Supermarket Type2,3389.05,17
12.17,Low Sugar,0.173,Snack Foods,79.19,OUT002,Small,Tier 3,Food Mart,1956.14,28
13.35,Regular,0.067,Dairy,139.96,OUT004,Medium,Tier 2,Supermarket Type2,3466.9,17
8.55,Regular,0.123,Snack Foods,90.0,OUT002,Small,Tier 3,Food Mart,1358.45,28
15.27,Low Sugar,0.108,Frozen Foods,159.79,OUT003,Medium,Tier 1,Departmental Store,4306.47,27
10.7,Low Sugar,0.041,Seafood,86.35,OUT002,Small,Tier 3,Food Mart,1769.62,28
13.39,No Sugar,0.019,Others,176.72,OUT003,Medium,Tier 1,Departmental Store,4227.13,27
14.52,Low Sugar,0.061,Fruits and Vegetables,130.67,OUT004,Medium,Tier 2,Supermarket Type2,3541.1,17
13.45,Regular,0.032,Canned,148.69,OUT004,Medium,Tier 2,Supermarket Type2,3668.61,17
9.69,No Sugar,0.02,Health and Hygiene,71.35,OUT001,High,Tier 2,Supermarket Type1,2367.3,39
14.81,Regular,0.021,Baking Goods,108.1,OUT004,Medium,Tier 2,Supermarket Type2,3143.55,17
12.95,Low Sugar,0.02,Soft Drinks,144.45,OUT004,Medium,Tier 2,Supermarket Type2,3467.47,17
10.96,Low Sugar,0.011,Baking Goods,102.94,OUT002,Small,Tier 3,Food Mart,2167.94,28
13.88,Low Sugar,0.036,Dairy,142.94,OUT004,Medium,Tier 2,Supermarket Type2,3646.58,17
8.94,No Sugar,0.039,Health and Hygiene,92.18,OUT002,Small,Tier 3,Food Mart,1492.65,28
16.65,Low Sugar,0.033,Snack Foods,162.26,OUT001,High,Tier 2,Supermarket Type1,4191.9,39
